const,X1,X2,X3,na1,na2,na3,na4,na5,Y
1.0,0.6708376562037832,0.5046585623003744,0.5188764452532213,0.6757480560187291,0.4488445977624288,0.5725952451653865,0.603788132371485,0.6928418937787888,1.0
1.0,0.34181151135635485,0.5488745531895671,0.46852005859786594,0.5380653998844603,0.4152330558204607,0.4352303486830074,0.5024974531887915,0.32950335798808433,0.0
1.0,0.4435582190130237,0.5620327455332745,0.490330984070717,0.4877939743176149,0.46216042263934914,0.39011269362741796,0.494414303662375,0.5088089465673277,0.0
1.0,0.5257089967416695,0.368494538358272,0.6663849872557129,0.6095936165444084,0.5520915763667086,0.7108032594193419,0.604119521948517,0.5639373934636205,1.0
1.0,0.43245671866275726,0.2580495818620311,0.5346139120944126,0.46433599164045697,0.3426794872890942,0.41465170680574776,0.33710409401316355,0.33124956052673465,0.0
1.0,0.7049263146227405,0.1915422674246664,0.5029580998826374,0.70590864835094,0.37663787029451257,0.663575892160635,0.3836136914788004,0.611650204814583,3.0
1.0,0.2701454386118227,0.39644270574069423,0.18257665345391982,0.4028231310075946,0.12232043049587296,0.17475454092334636,0.1876937085654909,0.1235614957484424,0.0
1.0,0.3537986634804448,0.7242645401665355,0.6312064302304036,0.3934804081537318,0.6712826137265324,0.598100699079428,0.5425789034033452,0.554552439824955,0.0
1.0,0.24048701947158369,0.6008740836562725,0.5142401667653801,0.3152807227595615,0.5824369147133295,0.3529753135017546,0.4532628239090401,0.3046968456387155,1.0
1.0,0.35110419339207316,0.44770971310754865,0.42713216568209683,0.27624860662912376,0.2864616422960499,0.36943465926764446,0.34876825610662676,0.2697659600918558,0.0
1.0,0.4421455302773289,0.40108107557623596,0.49448389562976247,0.47109110145563654,0.44138236735849984,0.48244184403754703,0.44773313828038236,0.41662316767784663,1.0
1.0,0.5941520115099372,0.38705716113553695,0.3025709989397,0.6919173280332406,0.23776047275579876,0.39129907851632023,0.6066385996409202,0.5040787293377469,2.0
1.0,0.46281183334657816,0.09393334768813118,0.504817294375248,0.41981028585841984,0.30289899230138045,0.4563893363898764,0.3107947451154272,0.4139421469983502,2.0
1.0,0.40306978969957014,0.5877212807654966,0.5031277602180279,0.43987440048380705,0.4886273176929437,0.5158134589341588,0.4833234948216219,0.5412090690320255,1.0
1.0,0.3446432145055935,0.3889605872054744,0.4039817784536181,0.5051802533191837,0.3536382938874398,0.3298134620377511,0.40704338991223876,0.25765179477018724,0.0
1.0,0.5835321849484443,0.5875300442003256,0.6208908075431585,0.6746829278558726,0.6226463808038054,0.7340242892805808,0.7516865740796201,0.6731716730008936,10.0
1.0,0.5021236661399441,0.3764412434285111,0.6354411716774849,0.6672360346966235,0.5260053901197371,0.6490588801573981,0.3717096990487169,0.5527210308494223,53.0
1.0,0.5306928931707827,0.6655257870309399,0.7024282264464992,0.641194474271806,0.6727770450547181,0.7280731768066582,0.6325417280238413,0.6699222238184225,3.0
