,X1,X2,X3,Y,uniform,normal,triangular
0,-0.21486069002140465,3.005718446525977,1.7145186570294637,18,0.33844581345185154,0.7786052458677626,0.3523933831585275
1,0.31503787005555517,-1.1474453691081181,-0.4181179098819097,9,0.0061244929366318646,-1.7085068090810698,-0.35484567827658325
2,0.3189574353997121,-0.8818560555337184,1.174474175736976,1,0.9044570061381999,0.2742920992218708,0.3321076248542247
3,-1.0446991135829216,0.2779688449186364,0.3204939644531348,1,0.33034878146488067,0.0910949465424373,0.4271152046193082
4,-1.4938635171649954,0.744429457960341,1.4540945741402291,2,0.49687998930627875,-0.7032020551992717,0.4697714790216788
5,-0.3319677745785897,0.3739277764071688,-1.6520941720232407,0,0.0767712454078393,0.00894104294280677,-0.15434958014809053
6,2.0563249111503157,1.723428675490643,1.971395006826269,111,0.36288902686093294,1.8182515635559886,0.47209109406083766
7,-0.1843933617447858,1.1199282605575545,0.8960129425025417,4,0.0668038290989531,0.9093735924980244,-0.059463931526781824
8,-1.7678996087428038,-1.0362877883865933,-1.6948864024147454,0,0.7361080751423421,1.0094819870861222,0.6992656698492544
9,0.7864399784751865,-0.5169712004596322,-0.08158866542056788,0,0.4308288095060573,0.6318942778423414,0.5089867183823682
10,1.2355062732143811,-0.5204675161070275,1.1456163246518931,1,0.5971975368478407,1.1381918049089146,-0.7072704692024325
11,-0.7987947570477364,-1.878911320580816,2.5918133910366876,0,0.4735172366029421,0.20160386739041064,0.12450684433353576
12,0.28763108783497643,0.002235669609277189,-0.359799751980687,2,0.9911553248149614,0.29202554060691505,0.705530195403595
13,-0.17167365131403128,0.8077354601484176,1.6629044645601934,0,0.1290165662412427,0.6006442012007146,-0.6639383721454137
14,0.14601152375704493,-0.0969407086160664,0.08226248489017603,1,0.7012332029489841,0.7655313493792213,-0.1864178991796191
15,1.1353682800959888,-0.46884081492362073,0.6848990942557523,0,0.9368126533515925,0.9521962687755668,-0.3425747793119386
16,-0.36458964949487077,0.4103049100378289,1.0379775120099963,1,0.24473248011014825,1.3699757228380465,0.5092711562972041
17,-0.3896183555006751,-0.06202023825069145,-0.2559961100494362,2,0.11193189748853172,-1.5132480548692921,-0.35989515272001715
18,0.5310668579878349,-1.1841141277935974,-0.38323665585232214,4,0.7912246627687782,-0.8416958549061948,0.3952799998332203
19,2.0871013690146345,0.357121398280718,-2.0241637284866,10,0.9212868025879422,-0.10967503530279696,0.10171075628993313
20,-1.065608352184108,-0.791976116987846,1.1484002648811555,0,0.9809764167568455,0.6900985738420529,0.5114897869313324
21,0.8685895119810401,-0.5349547273926801,-0.27353356768635995,0,0.8824236884679165,0.9742941332088113,-0.12057017215935116
22,0.30800611249221727,-0.9666090834997825,-0.44156885009662417,0,0.5715239874887486,-1.3932913019991005,-0.0377961285736522
23,0.3406708043331053,-2.76250404206268,0.5356922520163251,1,0.48138054639184735,0.46344688027060005,0.775448116190526
24,1.3859404813060652,0.5924980760293641,0.5524090098522151,1,0.8884787911482173,0.7774748503989048,-0.057550860637237536
25,-0.6037844293743743,0.029279990573978166,1.0090540643707724,0,0.11211195780477645,0.2352911993168848,-0.19861013341222297
26,-0.4916180707016211,-0.3502841398053793,-0.11944255642081977,0,0.7967686251330279,1.0367650591770292,-0.30775952274529594
27,-1.4130585773804984,0.055002365182682485,0.667203839591588,0,0.7080045595472012,0.9017741349331718,0.39034746044351787
28,0.7721779535949997,-1.0760600988981839,-1.6646957920811858,3,0.17080090780344015,-0.08382493716932359,-0.11774141032203361
29,-0.7858333120890425,0.08434529746809108,0.08260580677293236,0,0.43674469270124583,-0.5987760063735715,0.9100257362738673
30,0.9447301228323176,-0.04550778486356367,-0.9898179707636453,1,0.8723349601049762,0.2824507763520841,0.544869700774328
31,-0.6393795522260716,-0.3427759903028191,0.546338116942438,0,0.5027824454740791,1.4380110838791151,0.34555762861136496
32,1.9495789016349419,-1.1440935131652141,-0.6222660241659104,0,0.017184834009997596,1.2098177028063826,0.19829997675025257
33,-0.7048334204504557,0.16117878902593116,0.03004905685276558,2,0.36630830912546486,0.20598248121077373,0.5832259516804015
34,0.9975645115039501,1.920028529242354,0.06220828161735763,1,0.06374837285391932,-0.1537265386691304,0.039211601485620806
35,-0.9091438336997278,-0.1437079544558157,0.7314961628245333,0,0.6441674839009132,1.002454425364319,0.28288572184086314
36,1.5516274156897663,0.9867644271904664,0.17475337475288263,5,0.3130393254581014,0.8298711964539583,-0.15573357295430987
37,0.16926069159678322,1.4872020222303826,0.42304883727720555,1,0.15784415735008617,-0.3297261260537557,-0.8358278963350193
38,-0.024796993933452242,-1.7631536060340773,0.5546987770377049,1,0.08478731038495024,-0.5285786347297505,0.030427602673225675
39,-1.1818120390978952,0.3524491437733712,-0.6983304126919145,1,0.6362612723922395,0.25389474006173646,0.41456281868646505
40,-1.8294677380931152,-0.022514631663925866,0.6633271083525245,0,0.4923952665374691,0.08774404233745484,0.8899017044995365
41,-0.7872706775042054,0.72637433270635,-0.9251570167483624,3,0.6380495185652101,0.5624568372604715,-0.3369204913562782
42,-0.06185711003243072,-0.49852583388520644,-0.142548791593448,1,0.6987902192348343,0.9478513243327492,0.16707329905659385
43,-0.3572562008662917,0.048979732746885045,-1.1343671643387034,1,0.9058454757067417,0.6013637433194177,-0.20552563952212868
44,0.3195151162897051,-2.070393099515496,-0.15770691840067405,2,0.029598577307616836,-0.25094055819734473,0.2512748751499123
45,-1.61759480086751,1.016662185401846,2.1744742481417743,2,0.9880404222472451,1.1206031145697815,-0.02490442382671766
46,-0.8578615149966249,0.751363039235584,2.431375160464846,2,0.44305834597263416,1.2450131192949037,0.07297173003589909
47,1.6603685439847073,-0.5888162001667533,0.08649245467203118,0,0.055144371501684275,0.6500670738979191,0.2310803535683667
48,-2.6732582988508207,2.077350570036621,0.23830733962149753,0,0.14626184828062072,-1.9300422678950013,0.2252286043199923
49,-0.9557901956793239,-0.4051406230511444,0.7318945855786976,0,0.15312617334690293,-0.37009293135453514,-0.22278593104609692
50,0.04960283503877354,0.2817406451771749,-0.7454510258946113,0,0.8233848328321169,0.7301575517137818,0.8299592613371217
51,1.5814757208564658,0.08170253797215216,0.16364238698541014,2,0.9941104958331116,0.9592409589366332,0.24979414370303518
52,-1.8961197650678043,-0.0007015794208178676,-2.0616173919389422,1,0.8112580309938098,-0.07960590642870347,0.18820515947416477
53,0.1850869116999118,0.5880535815051884,-0.42491964426301204,0,0.26767152969106023,-0.6100108795654369,-0.3086505232277721
54,1.4137347435665606,-0.5883622993230242,-0.39546612378132057,2,0.9280847352165434,1.4219723684410044,-0.28913361478255456
55,0.751629093071512,0.695956098641905,0.02034092000981537,1,0.19993607055890694,0.42057368480826474,-0.535604658787188
56,-1.1066435239459411,-2.107640707968639,-0.6275338993871848,0,0.9176973753930213,1.1827787780501955,0.5652128466217616
57,-1.0566474119101072,-1.0254232508234802,1.599664370527189,0,0.2883827210440659,0.47975942281300465,0.35879817224034904
58,-0.10551154531130782,-0.5635672002275072,1.600826816039321,2,0.07921041445006038,0.01125195471542035,-0.17779452494964396
59,0.043313944058425397,0.9186701614708644,1.2527561606299795,1,0.7210575238614328,0.0009542678308447,0.3873923712494574
60,-0.7541806267813136,-0.38985027332808886,0.045178096232719095,0,0.27896418963580394,0.5260363624787922,-0.050212430342378774
61,-1.0232453389045801,0.5997602410664705,-0.6400215913717151,0,0.2647062589331558,-0.6814126542661051,-0.016486634231140163
62,-1.8149943427274544,-0.05234949500040869,0.20138059139138362,2,0.2692346928999396,0.03833371115266167,0.8156812078539561
63,0.3565281218568627,1.5867862723266473,-0.5321042140343967,2,0.7527580724751423,0.6172161722178412,0.3631229822640449
64,0.9375672159496684,-0.45740345902170787,-1.939142709922436,2,0.12446809622057364,0.28873926351316526,0.05022577836628
65,1.0201971408167718,-0.3657212238397025,0.691277069284819,0,0.9566565064244329,1.2156950594307818,0.17990775396053071
