const,X1,X2,X3,na1,na2,na3,na4,na5,Y
1.0,0.5869898291554385,0.6125955096538107,0.43624298188123073,0.5685243379615973,0.44785722232717995,0.4992552945355867,0.5316868651598623,0.5967191414088698,1.0
1.0,0.369103184104797,0.415585296460451,0.4377816845416517,0.5477346526502417,0.41462590795058546,0.3970762329067476,0.3808647831033492,0.3477990311116334,0.0
1.0,0.3840516116514435,0.5191726545917846,0.676029390176374,0.44833350806672556,0.6722725351560864,0.5292505447199446,0.5051295456274698,0.4986993860666749,1.0
1.0,0.3801771780393823,0.19846310046938145,0.40184439096128516,0.47115447179841125,0.194438591817771,0.3051667748111828,0.09187223783551503,0.22281399760129506,0.0
1.0,0.711745521628682,0.3022262811274483,0.5071011751533715,0.757858006576206,0.3832565484876901,0.5526726402149802,0.3714645571253083,0.603948960005704,2.0
1.0,0.42526767278525923,0.20991734394080377,0.42968605239492463,0.5584445167003342,0.3032855123500065,0.39709504258440687,0.21567556911205907,0.2621717552759105,0.0
1.0,0.5782003218907711,0.4686902328521678,0.5125397953610226,0.5448020667708618,0.4816494601107602,0.46722257799768835,0.414803586134299,0.5453164072451093,1.0
1.0,0.7222031214441936,0.4387050296000729,0.4045473594542002,0.7125592078095191,0.301510895137907,0.49008018288583877,0.4593072395784277,0.5321965103446086,2.0
1.0,0.44118893830901723,0.6345800895599106,0.49314435340695556,0.5807633045459057,0.5162306267902522,0.318957067837035,0.4439157250420163,0.4884506857770644,1.0
1.0,0.2735275228384817,0.505190766093689,0.34441617588243323,0.4562961411881444,0.3327975111013707,0.31744699268748744,0.2548164163218513,0.277270061735721,1.0
1.0,0.503969802926798,0.432867461047777,0.6053317015303181,0.5185710329191059,0.4803946377553413,0.4521652453063996,0.42835951525603355,0.5173743981570421,0.0
1.0,0.4887683818227022,0.4426248130754653,0.6144034600456318,0.5443664875846089,0.5348835186784131,0.5982161767712239,0.3565478723664897,0.5393686322827321,0.0
1.0,0.4722728535453842,0.5268670890521958,0.29957356743173896,0.7345199394768627,0.3193193956181956,0.31321197348808766,0.36994985548009646,0.36344000011558153,1.0
1.0,0.6955926474581927,0.23227009225912343,0.5541094874030507,0.6500570264334886,0.34571013568018844,0.7103381906745269,0.3181644166194843,0.6013357096340576,2.0
1.0,0.5687918170494521,0.5104270705827698,0.6456479931075557,0.7337410199526996,0.6373168112395889,0.6094824850752443,0.5711063404933646,0.6026308513433544,1.0
1.0,0.522225532377906,0.4549257136528842,0.3490259150403269,0.5443249008867715,0.3280426113711604,0.43090177683211767,0.2844549046941427,0.4146225234363276,1.0
1.0,0.39214169445210795,0.48984998619288833,0.4601058339361418,0.5222932273293652,0.4337999052279458,0.35362585804252183,0.40527790728347163,0.3452341090555896,0.0
1.0,0.5490225423617693,0.48153749128839507,0.29246040531354545,0.5662201261641652,0.2614682563857293,0.2761741850918269,0.5233721963523926,0.4476796181516479,1.0
1.0,0.5597901853828195,0.40173836802239116,0.5898415054579653,0.6922538022184614,0.5683585653258704,0.5317734336688356,0.39954985128206166,0.5197450797394961,1.0
1.0,0.6519269996706496,0.3963670498181976,0.5874627011926398,0.8599443095133789,0.5495430567555993,0.6629261961874462,0.48078122755749736,0.5386878309468509,1.0
1.0,0.4316485219859799,0.3668066776872384,0.6379520377243372,0.5604619892930224,0.486918152257945,0.5159655602232468,0.3760529950014948,0.4885945569898965,0.0
1.0,0.6116578560765311,0.5647422360586087,0.680734246597879,0.8451552530831624,0.6849430561970246,0.5666872724775319,0.558554787273939,0.7115289647208717,1.0
1.0,0.4077907372412501,0.6359833318874736,0.3991262731151657,0.3957984820304156,0.5147577540908657,0.41296299416487114,0.579827313201996,0.35264188599883756,1.0
1.0,0.5777077960541185,0.3993944813823599,0.6819308367760611,0.5664444077302916,0.5769634174448002,0.5479588502270509,0.43044052209553185,0.5581855297220589,1.0
1.0,0.6535170999716637,0.6145131306085014,0.4156220108248026,0.6969051504511581,0.4886873565389113,0.5786761750392412,0.7172921459689342,0.5771535171150176,1.0
1.0,0.7241519746078381,0.4677061019316818,0.3324916923225183,0.7813984073997838,0.27362097684783915,0.459698934097394,0.5744692716205044,0.6323406217954034,2.0
1.0,0.5006814936678736,0.5181415017235131,0.5945798278380567,0.49272321995500973,0.6296625216111089,0.5125262553915669,0.44461865362845604,0.5245465046816965,1.0
1.0,0.6531284971985815,0.13911246912555814,0.19600366493272842,0.6314016963128375,0.04374310623315273,0.5164047945703443,0.34165764256520387,0.31297000524896285,3.0
1.0,0.6128440225245229,0.3311200835979927,0.40224461620343405,0.5606528323468625,0.3397023846603458,0.4235990402694003,0.41684286244216684,0.5245606359273227,1.0
1.0,0.3932441152834124,0.3546005980857586,0.4193698575576188,0.38475823794772646,0.3641422178988902,0.2992864297604218,0.3021932389704661,0.24781296155080915,0.0
1.0,0.6535961464167156,0.548919837309699,0.6929134339088737,0.7031517938841046,0.7292826606070748,0.686546051784616,0.5042258285067882,0.6564112062479236,1.0
1.0,0.564893759603036,0.21451807928952982,0.6940130246048282,0.4480742860856391,0.5882281311895927,0.5505824700132347,0.2941399694530025,0.4972976081592712,2.0
1.0,0.31605606094842914,0.5263984123894969,0.5638062074416136,0.5088053633186014,0.514182925837343,0.5014934852115226,0.29368781439984065,0.39760959093711035,1.0
1.0,0.46266550399506406,0.4197396229259233,0.5566148706272722,0.5635394377352727,0.43122111363314414,0.4238504529768811,0.32595520618919904,0.5244631388285015,0.0
1.0,0.8118174979145434,0.6047852430016777,0.46757997825483255,0.7201871733266652,0.4358515424201137,0.626588495883778,0.7413513548498467,0.8042211580027516,3.0
1.0,0.2195079213820894,0.5988683991679195,0.4562145628642624,0.39361505773125416,0.3988903320553972,0.2841335212779277,0.23900568012759218,0.3303682798959727,2.0
1.0,0.32689148253110095,0.6273038537790305,0.395839459457083,0.4027587179538544,0.4168842014262412,0.3375270762395109,0.4547739224270066,0.32415925293346015,2.0
1.0,0.8543533804030627,0.2026112701087152,0.6480935053839512,0.8824585153213709,0.4621188580526446,0.7870811305360209,0.4484086898589092,0.7145498486016536,24.0
1.0,0.130690367809392,0.4193318541806878,0.49128143618598225,0.29905527775660085,0.45186247488666903,0.17733704702968384,0.17345187676177617,0.15840185178703206,1.0
1.0,0.37810156437526354,0.3135600857049211,0.748152657010953,0.4634042967525718,0.611101549651047,0.5180863858987332,0.3101131047643232,0.43638267925674007,1.0
1.0,0.5678490372402555,0.7246581230153742,0.2393228708659045,0.5770249449519027,0.3043999008825533,0.2747236875772749,0.6698842056278175,0.5344725235962045,9.0
1.0,0.6576430817030423,0.341982556829864,0.350506010142908,0.6796340882905475,0.2754743712814323,0.5081050459468283,0.4958362926447326,0.4636135891481043,1.0
1.0,0.4942065548544503,0.6993853906288402,0.25670685698700074,0.4093286179176924,0.31195002558967394,0.369967047961795,0.5000153381230183,0.47005152883319334,4.0
1.0,0.4154612386646209,0.7500918274461075,0.25188049069269086,0.6897913795205018,0.35815233990191714,0.26765599250064925,0.609723533394118,0.4195198680131512,12.0
1.0,0.47818410226561575,0.4641438431243799,0.5437673725145136,0.4233852342175452,0.4584471795085774,0.5928218496021238,0.4876813260894388,0.4982385419751907,0.0
1.0,0.8662798714204347,0.4778325936657885,0.4913803818080084,0.8901865907223692,0.3283087116327316,0.6028543174849532,0.806964859821119,0.7963465525860294,4.0
1.0,0.31036290813475653,0.37328689581181657,0.5371199020894978,0.40665709166847375,0.4250665021126598,0.4314534149717366,0.3145393527884843,0.3284225696574007,0.0
1.0,0.5788668412814437,0.3883695261578405,0.22024319489308755,0.6467358263095111,0.11289229824628506,0.341424879701762,0.3975307441391948,0.3162462146160509,1.0
1.0,0.492829449491804,0.3025653120439823,0.51387174034371,0.4586593206035511,0.3540559017526189,0.4799896277754818,0.3094805107826398,0.4392315333215561,0.0
1.0,0.43471571288227995,0.4339833471922032,0.5316798871596082,0.5200228238375091,0.4863863938907275,0.3864310388899799,0.3353464145584315,0.39897393059239705,0.0
1.0,0.39068173490341185,0.7539137718224118,0.4893568290280886,0.4468580564426452,0.5894387016839002,0.4473687741960267,0.5214625968632413,0.5374324136821456,5.0
1.0,0.566199390370782,0.5970907575992934,0.5021516383275568,0.5833332076007268,0.5584318354778043,0.4932136227764226,0.5348703847948573,0.5917488797864526,1.0
1.0,0.5008501820957684,0.5667854394632085,0.4267815274953049,0.5098793983037999,0.5310346923071231,0.4621389984642453,0.46733507941715446,0.5554245217327832,1.0
1.0,0.44328333848269585,0.3305571256287276,0.5590298708539195,0.466920435408355,0.4925881583590834,0.5346003484476335,0.2551520698612313,0.48524383400259147,0.0
1.0,0.6359168633031851,0.48702094945747965,0.6984064800126395,0.7223978600282812,0.6423725396711135,0.6339321145070992,0.5710824655725115,0.7206241099936427,1.0
1.0,0.7050857022238328,0.40890716679621314,0.4943241590736029,0.7552647850839531,0.4063597928539294,0.597366131949628,0.4755866646749843,0.6442798681052505,1.0
1.0,0.4986895552061386,0.6947880818434027,0.45411855221115904,0.6358674040189369,0.4484078027165864,0.4007399146309868,0.522395292992823,0.49779359136107565,2.0
1.0,0.7393222971602653,0.4760546982822013,0.477385348109237,0.7068680818133303,0.4233356554638779,0.646642927023787,0.645185028595258,0.6896677244943796,1.0
1.0,0.6970802251682792,0.3162592171898988,0.5360656635439011,0.8059971590669955,0.5083045445518567,0.6388312177382568,0.5115278585913714,0.5846203081230363,1.0
1.0,0.5534004269632369,0.44644730697167023,0.25258021117360563,0.4497603950782778,0.23067563493373439,0.3132651757315215,0.4732660733397127,0.3808349314119313,1.0
1.0,0.3234327950567621,0.33530618995235106,0.6643632034054046,0.39576022855350146,0.4909929750532965,0.3818072747311034,0.17850086687710404,0.318775203229944,1.0
1.0,0.5092793824445843,0.6614839864280925,0.4281624997802538,0.48127939503792216,0.46338153058913184,0.37004276831990773,0.6026463295239494,0.5705955306234001,2.0
1.0,0.703308189050205,0.6371465901422751,0.2912506782818146,0.7432351490560727,0.33684400983439294,0.45110833488590585,0.6909336345373867,0.640639061083164,4.0
1.0,0.5823521761110316,0.43455188750602475,0.6716657475446908,0.7025613793900191,0.6260839532152006,0.6150587238112837,0.4670678072349737,0.5250856447626309,1.0
