lnaadt,ADT,lnseglen,rtshd,lane,speed,lftshd,Crashes
7.438,1699.348124,-0.261,10,12,55,10,1
6.659,779.7707763,-0.528,10,12,55,10,2
6.659,779.7707763,-0.386,10,12,55,10,5
6.659,779.7707763,-1.47,10,12,55,10,1
6.659,779.7707763,-2.526,10,12,55,10,1
6.659,779.7707763,-2.538,10,12,55,10,1
6.659,779.7707763,-2.564,10,12,55,10,2
8.071,3200.30053,0.896,10,11,55,10,3
8.071,3200.30053,-1.171,10,11,55,10,0
8.071,3200.30053,-0.814,10,11,55,10,3
8.071,3200.30053,-0.644,10,11,55,10,5
8.071,3200.30053,-0.208,10,11,55,10,4
8.071,3200.30053,-1.523,10,11,55,10,1
8.071,3200.30053,-0.6,10,11,55,10,3
8.071,3200.30053,-0.976,10,11,55,10,4
8.071,3200.30053,-1.966,10,11,55,10,1
8.071,3200.30053,-1.661,10,11,55,10,3
8.071,3200.30053,-1.514,10,11,55,10,1
8.071,3200.30053,-1.772,10,11,55,10,1
8.071,3200.30053,-2.303,10,11,55,10,0
7.937,2798.951047,-1.897,10,11,55,10,0
7.937,2798.951047,-0.198,10,11,55,10,7
7.937,2798.951047,1.428,10,11,55,10,5
7.937,2798.951047,-1.609,10,11,55,10,2
7.937,2798.951047,-1.171,10,11,55,10,5
7.937,2798.951047,-0.562,10,11,55,10,6
7.937,2798.951047,-0.87,10,11,55,10,1
8.66,5767.534663,-2.397,10,11,55,10,3
8.666,5802.243894,-1.772,10,11,45,10,1
8.666,5802.243894,-2.996,10,11,45,10,1
8.666,5802.243894,-2.303,10,11,45,10,1
8.666,5802.243894,-2.207,10,11,45,10,1
8.666,5802.243894,-2.659,10,11,45,10,0
8.666,5802.243894,-2.04,10,11,45,10,2
8.666,5802.243894,-1.772,10,11,45,10,2
8.666,5802.243894,-2.996,10,11,45,10,1
8.666,5802.243894,-2.813,10,11,45,10,2
8.666,5802.243894,-1.386,10,11,45,10,3
8.666,5802.243894,-1.897,10,11,45,10,1
8.666,5802.243894,-3.963,10,11,55,10,1
8.648,5698.737853,-2.659,10,11,55,10,1
8.648,5698.737853,-2.303,10,11,55,10,1
8.648,5698.737853,-0.992,10,11,55,10,1
8.648,5698.737853,-2.703,10,11,55,10,1
8.648,5698.737853,-1.277,10,11,55,10,1
8.648,5698.737853,-1.295,10,11,55,10,1
8.648,5698.737853,-1.772,10,11,55,10,1
8.732,6198.111947,-3.507,10,11,55,10,1
8.732,6198.111947,-1.306,10,11,55,10,2
8.732,6198.111947,-1.109,10,11,55,10,0
8.732,6198.111947,-1.715,10,11,55,10,1
8.732,6198.111947,-2.631,10,11,55,10,0
8.216,3699.674049,-1.523,8,12,55,8,1
8.216,3699.674049,-1.324,8,12,55,8,1
8.243,3800.925999,-1.079,8,12,55,8,2
8.243,3800.925999,-1.833,8,12,55,8,1
8.243,3800.925999,-1.715,8,12,55,8,0
8.243,3800.925999,-1.427,8,12,55,8,0
8.243,3800.925999,-1.022,8,12,55,8,5
8.243,3800.925999,-1.514,8,12,55,8,2
8.243,3800.925999,-0.821,8,12,55,8,1
8.243,3800.925999,-0.654,8,12,55,8,2
8.243,3800.925999,-0.713,8,12,55,8,1
8.243,3800.925999,-0.614,8,12,55,8,3
8.243,3800.925999,1.308,8,12,55,8,14
7.496,1800.82469,0.03,9,12,55,10,3
7.496,1800.82469,0.131,9,12,55,10,3
7.496,1800.82469,-1.661,9,12,55,10,2
7.496,1800.82469,-0.117,9,12,55,10,3
7.496,1800.82469,-1.966,9,12,55,10,1
7.496,1800.82469,-0.777,9,12,55,10,1
7.496,1800.82469,-1.514,9,12,55,10,1
7.496,1800.82469,-0.868,9,12,55,10,1
7.313,1499.669456,-3.219,9,12,55,10,1
7.313,1499.669456,-1.347,10,12,55,10,2
7.313,1499.669456,-1.415,10,12,55,10,1
7.55,1900.742731,-1.897,10,12,55,10,1
7.55,1900.742731,-0.545,10,12,55,10,0
7.55,1900.742731,-1.386,10,12,55,10,1
7.55,1900.742731,0.819,10,12,55,10,5
7.55,1900.742731,-0.496,10,12,55,10,2
8.243,3800.925999,-1.772,10,12,55,10,0
8.243,3800.925999,-0.174,10,12,55,10,6
8.243,3800.925999,-1.238,10,12,55,10,2
8.243,3800.925999,-2.303,10,12,55,10,1
8.243,3800.925999,-2.408,10,12,55,10,1
8.243,3800.925999,-1.661,10,12,55,10,1
8.243,3800.925999,-1.561,10,12,55,10,1
8.243,3800.925999,-1.966,10,12,55,10,1
8.243,3800.925999,-2.04,10,12,55,10,2
8.243,3800.925999,-0.844,10,12,55,10,2
8.243,3800.925999,-0.673,10,12,55,10,1
8.243,3800.925999,-0.616,10,12,55,10,3
8.243,3800.925999,-1.966,10,12,55,10,2
8.243,3800.925999,-1.715,10,12,55,10,2
8.243,3800.925999,-1.171,10,12,55,10,4
8.243,3800.925999,-1.079,10,12,55,10,3
8.243,3800.925999,-0.799,10,12,55,10,9
8.243,3800.925999,-1.079,10,12,55,10,3
8.243,3800.925999,0.975,10,12,55,10,0
8.243,3800.925999,0.077,10,12,55,10,3
8.269,3901.045995,-0.844,10,11,55,8,2
8.269,3901.045995,-0.198,0,11,55,10,4
8.269,3901.045995,-1.309,10,11,55,10,2
8.269,3901.045995,-0.528,10,11,55,10,2
8.269,3901.045995,-2.12,10,11,55,10,1
8.269,3901.045995,-2.996,10,11,55,10,2
8.269,3901.045995,-0.446,10,11,55,10,1
8.269,3901.045995,-0.799,10,11,55,10,8
8.269,3901.045995,-0.03,10,11,55,10,6
8.269,3901.045995,0.322,10,11,55,10,10
8.269,3901.045995,-1.715,10,11,55,10,1
8.269,3901.045995,-1.109,10,11,55,10,1
8.269,3901.045995,-2.659,10,11,55,10,0
8.269,3901.045995,0.03,10,11,55,0,6
8.343,4200.672876,-1.715,10,11,50,0,1
8.343,4200.672876,-4.51,10,11,50,0,1
8.343,4200.672876,-1.47,0,11,40,0,1
8.343,4200.672876,-2.303,0,11,30,0,0
8.343,4200.672876,-1.309,0,11,30,0,1
8.132,3401.595958,-2.996,10,12,55,10,1
8.132,3401.595958,-1.625,10,12,55,10,5
8.132,3401.595958,-1.228,10,12,55,10,9
8.132,3401.595958,-0.431,10,12,55,10,5
8.132,3401.595958,-1,10,12,55,10,10
8.132,3401.595958,-1.248,10,12,55,10,3
8.132,3401.595958,0.507,10,12,55,10,16
8.132,3401.595958,-1.47,10,12,55,10,2
8.132,3401.595958,-0.248,10,12,55,10,14
8.132,3401.595958,-1.047,10,12,55,10,1
8.132,3401.595958,-0.781,10,12,55,10,4
8.132,3401.595958,-1.595,10,12,55,10,2
8.132,3401.595958,-2.017,10,12,55,10,1
8.132,3401.595958,-0.358,10,12,55,10,2
8.132,3401.595958,-0.213,10,12,55,10,2
8.132,3401.595958,-1.106,10,12,55,10,1
8.132,3401.595958,-0.35,10,12,55,10,15
8.132,3401.595958,-0.719,10,12,55,10,4
8.102,3301.063605,-2.056,10,12,55,10,0
8.102,3301.063605,-1.966,10,12,55,10,1
8.102,3301.063605,-3.297,10,12,55,10,3
8.102,3301.063605,-2.733,10,12,55,10,1
8.102,3301.063605,-2.847,10,12,55,10,1
8.102,3301.063605,-2.01,10,12,55,10,2
8.102,3301.063605,-0.812,10,12,55,10,7
8.102,3301.063605,-2.674,10,12,55,10,2
8.102,3301.063605,-2.226,10,12,55,10,1
8.102,3301.063605,-1.911,10,12,55,10,1
8.102,3301.063605,-0.981,10,12,55,10,2
8.102,3301.063605,-0.983,10,12,55,10,4
8.102,3301.063605,-1.565,10,12,55,10,3
8.102,3301.063605,-3.507,10,12,55,10,2
8.102,3301.063605,-1.952,10,12,55,10,1
8.102,3301.063605,-2.617,10,12,55,10,4
7.901,2699.98096,-1.321,10,12,55,10,10
7.901,2699.98096,-1.743,10,12,55,10,4
7.901,2699.98096,-1.784,10,12,55,10,6
7.901,2699.98096,-2.12,10,12,55,10,2
7.901,2699.98096,-2.408,10,12,55,10,1
7.901,2699.98096,-1.406,10,12,55,10,3
7.901,2699.98096,-2.189,10,12,55,10,1
7.901,2699.98096,-1.76,10,12,55,10,3
7.901,2699.98096,-2.83,10,12,55,10,1
7.901,2699.98096,-1.839,10,12,55,10,0
7.901,2699.98096,-2.419,10,12,55,10,3
7.901,2699.98096,-2.12,10,12,55,10,1
7.901,2699.98096,-1.614,10,12,55,10,2
7.901,2699.98096,-3.817,10,12,55,10,1
7.901,2699.98096,-2.146,10,12,40,10,4
7.901,2699.98096,-1.386,10,12,40,10,6
7.901,2699.98096,-2.513,10,12,40,10,2
7.901,2699.98096,-3.507,10,12,55,10,1
7.901,2699.98096,-2.551,10,12,55,10,1
7.901,2699.98096,-1.897,10,12,55,10,2
7.901,2699.98096,-2.12,10,12,55,10,1
7.901,2699.98096,-2.12,10,12,55,10,1
7.901,2699.98096,-0.799,10,12,55,10,1
7.901,2699.98096,-2.12,10,12,55,10,1
7.901,2699.98096,-2.813,10,12,55,10,1
7.901,2699.98096,-0.329,10,12,55,10,4
7.901,2699.98096,-1.609,10,12,55,10,1
7.901,2699.98096,-3.219,10,12,55,10,1
7.901,2699.98096,-1.778,10,12,55,10,2
7.901,2699.98096,-2.129,10,12,55,10,2
7.901,2699.98096,-2.313,10,12,55,10,2
7.901,2699.98096,-2.538,10,12,55,10,5
7.901,2699.98096,-2.674,10,12,55,10,1
7.901,2699.98096,-1.435,10,12,55,10,2
7.901,2699.98096,0.004,10,12,55,10,2
7.901,2699.98096,-0.056,10,12,55,10,3
7.901,2699.98096,-0.431,10,12,55,10,3
7.901,2699.98096,-1.749,10,12,55,10,2
8.868,7101.064632,-2.847,10,12,55,10,0
8.868,7101.064632,-2.397,10,12,55,10,2
8.868,7101.064632,-2.163,10,12,55,10,6
8.868,7101.064632,-2.865,10,12,55,10,1
8.842,6918.816445,-2.18,10,12,55,10,3
8.825,6802.190693,-3.124,10,12,40,10,1
8.825,6802.190693,-2.408,10,12,55,10,1
8.825,6802.190693,-0.916,10,12,55,10,2
8.825,6802.190693,-2.645,10,12,55,10,1
8.825,6802.190693,-1.802,10,12,55,10,0
8.825,6802.190693,-2.577,10,12,55,10,0
8.825,6802.190693,-2.765,10,12,55,10,2
8.825,6802.190693,-2.364,10,12,55,10,1
8.825,6802.190693,-1.89,10,12,55,10,2
8.825,6802.190693,-2.847,10,12,55,10,2
8.825,6802.190693,-1.938,10,12,55,10,1
8.594,5399.167208,-1.336,10,12,55,10,4
8.594,5399.167208,-2.263,10,12,55,10,4
8.594,5399.167208,-1.339,10,12,55,10,5
8.594,5399.167208,-0.654,10,12,55,10,8
8.594,5399.167208,-2.303,10,12,55,10,4
8.594,5399.167208,-2.526,10,12,55,10,1
8.594,5399.167208,-2.408,10,12,55,10,1
8.594,5399.167208,-1.858,10,12,55,10,4
8.594,5399.167208,-3.381,10,12,55,10,1
8.594,5399.167208,-1.796,10,12,55,10,1
8.544,5135.846716,-1.65,10,12,55,10,5
8.343,4200.672876,-1.461,10,12,55,10,2
8.343,4200.672876,-1.82,10,12,55,10,1
8.343,4200.672876,-2.996,10,12,55,10,7
8.343,4200.672876,-3.507,10,12,55,10,1
8.343,4200.672876,-3.194,10,12,55,10,1
8.343,4200.672876,-2.797,10,12,55,10,1
8.343,4200.672876,-2.513,10,12,55,10,1
8.343,4200.672876,-1.959,10,12,55,10,1
8.343,4200.672876,-1.63,10,12,55,10,1
8.343,4200.672876,-1.784,10,12,55,10,1
8.343,4200.672876,-1.171,10,12,55,10,1
8.343,4200.672876,-2.04,10,12,55,10,2
8.343,4200.672876,-2.12,10,12,55,10,1
8.343,4200.672876,-1.966,10,12,55,10,1
8.343,4200.672876,-1.938,10,12,55,10,1
8.343,4200.672876,-3.17,10,12,55,10,2
8.343,4200.672876,-2.813,10,12,55,10,3
8.343,4200.672876,-2.674,10,12,55,10,2
8.343,4200.672876,-1.13,10,12,55,10,1
8.343,4200.672876,-3.474,10,12,55,10,2
8.343,4200.672876,-2.526,10,12,55,10,1
8.343,4200.672876,-2.033,10,12,55,10,1
8.343,4200.672876,-3.219,10,12,55,10,2
8.343,4200.672876,-1.103,10,12,55,10,2
8.343,4200.672876,-1.277,10,12,55,10,1
8.556,5197.848142,-2.489,8,12,55,8,3
8.556,5197.848142,-2.9,8,12,55,8,2
8.556,5197.848142,-1.924,8,12,55,8,1
8.556,5197.848142,-0.705,8,12,55,8,4
8.556,5197.848142,-1.65,8,12,55,8,0
8.556,5197.848142,-2.01,8,12,55,8,1
7.378,1600.385793,-1.772,8,11,55,10,1
7.378,1600.385793,-2.303,8,11,55,10,2
7.378,1600.385793,-1.465,8,11,55,10,0
7.378,1600.385793,-0.846,8,11,55,10,2
7.378,1600.385793,-2.408,8,11,55,10,0
7.438,1699.348124,0.604,10,11,55,10,7
7.438,1699.348124,-1.609,10,11,55,10,1
7.438,1699.348124,-1.204,10,11,55,10,1
7.438,1699.348124,-0.545,10,11,55,10,3
7.438,1699.348124,-2.996,10,11,45,10,1
7.438,1699.348124,-1.427,10,11,45,10,2
7.438,1699.348124,-1.347,10,11,45,10,2
7.438,1699.348124,-0.892,10,11,45,10,1
7.438,1699.348124,-1.772,10,11,45,10,3
7.438,1699.348124,-3.912,10,11,55,10,1
7.438,1699.348124,-3.912,10,11,55,10,1
7.438,1699.348124,-2.12,10,11,55,10,1
7.438,1699.348124,-1.897,10,11,55,10,1
7.438,1699.348124,-1.514,10,11,55,10,6
6.898,990.2921494,-2.477,10,11,55,10,1
6.898,990.2921494,-2.04,10,11,55,10,2
6.898,990.2921494,-3.219,10,11,55,10,1
6.898,990.2921494,-3.507,10,11,35,10,0
6.898,990.2921494,-1.546,10,11,35,10,3
6.898,990.2921494,-2.207,10,11,35,10,1
6.898,990.2921494,-2.996,10,11,55,10,2
6.898,990.2921494,-2.659,10,11,55,10,1
6.898,990.2921494,-0.821,10,11,55,10,4
6.898,990.2921494,-1.427,10,11,55,10,2
6.898,990.2921494,-1.661,10,11,55,10,1
6.898,990.2921494,-1.109,10,11,55,10,4
6.898,990.2921494,-1.772,10,11,55,10,1
6.898,990.2921494,-2.303,10,11,55,10,1
6.898,990.2921494,-1.47,10,11,55,10,2
6.898,990.2921494,-2.813,10,11,55,10,1
6.898,990.2921494,-1.109,10,11,55,10,2
6.898,990.2921494,-1.427,10,11,55,10,3
6.898,990.2921494,-1.661,10,11,55,10,3
6.898,990.2921494,0,10,11,55,10,8
6.898,990.2921494,-0.58,10,11,25,10,7
6.898,990.2921494,-2.04,10,11,25,10,1
6.898,990.2921494,-1.772,10,11,55,10,1
6.898,990.2921494,-1.661,10,11,55,10,1
6.898,990.2921494,-1.238,10,11,55,10,2
6.898,990.2921494,-1.661,10,11,55,10,1
6.898,990.2921494,-0.089,10,11,55,10,2
6.898,990.2921494,-2.9,10,11,55,10,1
6.898,990.2921494,0.423,10,11,55,10,6
7.438,1699.348124,-0.399,8,12,55,8,9
7.438,1699.348124,-1.295,8,12,55,8,1
7.783,2399.462421,-1.852,8,12,55,8,3
7.783,2399.462421,-1.537,8,12,55,8,1
7.972,2898.648869,-0.844,0,12,55,0,1
8.854,7002.342396,-2.631,0,12,55,0,0
8.412,4500.753022,-2.04,0,12,30,0,0
8.412,4500.753022,-1.715,0,12,30,0,1
8.412,4500.753022,-2.526,0,12,40,0,0
8.412,4500.753022,-1.609,8,12,40,8,0
7.438,1699.348124,-0.524,8,12,55,8,3
7.438,1699.348124,-1.178,8,12,55,8,3
7.438,1699.348124,-0.777,8,12,55,8,1
7.438,1699.348124,0.058,8,12,55,8,3
7.244,1399.681514,-0.157,8,12,55,8,1
7.244,1399.681514,-2.12,8,12,55,8,1
7.244,1399.681514,-1.022,8,12,55,8,1
7.244,1399.681514,-1.666,8,12,55,8,1
7.244,1399.681514,-2.313,8,12,55,8,1
7.244,1399.681514,-3.244,8,12,55,8,1
7.244,1399.681514,-2.096,8,12,55,8,1
5.991,399.8142243,0.287,8,12,55,8,1
7.003,1099.927998,-1.171,8,11,55,8,2
7.003,1099.927998,-0.654,8,11,55,8,1
7.003,1099.927998,-0.375,8,11,55,8,1
7.003,1099.927998,-3.016,8,11,55,8,1
7.003,1099.927998,-2.303,8,11,55,8,1
7.003,1099.927998,-2.303,8,11,55,8,1
7.003,1099.927998,-1.406,8,11,55,8,1
7.003,1099.927998,-0.892,8,11,55,8,1
7.003,1099.927998,-1.139,8,11,55,8,1
7.003,1099.927998,-0.755,8,11,55,8,2
7.003,1099.927998,1.099,8,11,55,8,3
7.003,1099.927998,1.109,8,11,55,8,5
7.003,1099.927998,-1.347,8,11,55,8,2
7.003,1099.927998,0.997,8,11,55,8,1
7.003,1099.927998,-1.171,8,11,55,8,1
7.003,1099.927998,-0.329,8,11,55,8,1
7.003,1099.927998,-1.139,8,11,55,8,1
7.003,1099.927998,-0.562,8,11,55,8,1
7.003,1099.927998,-1.016,8,11,55,8,1
7.17,1299.844603,-1.561,8,12,55,8,2
7.17,1299.844603,-0.139,8,12,55,8,2
7.17,1299.844603,-2.765,8,12,55,8,1
7.17,1299.844603,-1.625,8,12,55,8,1
7.17,1299.844603,0.372,8,12,55,8,2
7.17,1299.844603,-1.053,8,12,55,8,1
7.17,1299.844603,1.075,8,12,55,8,5
5.521,249.8847971,-2.526,11,11,55,10,1
5.521,249.8847971,-2.749,10,11,55,10,1
5.521,249.8847971,-2.526,10,11,55,10,1
5.886,359.9625506,-3.612,8,11,55,8,0
5.886,359.9625506,-4.423,8,11,55,10,1
6.768,869.5710117,-2.189,8,11,55,8,1
6.768,869.5710117,-3.219,8,11,55,8,1
6.768,869.5710117,-1.79,8,11,55,8,1
6.768,869.5710117,-2.577,8,11,55,8,3
6.768,869.5710117,-0.168,8,11,55,8,4
8.006,2998.8975,-2.813,0,11,25,0,1
8.006,2998.8975,-2.659,0,11,25,0,1
8.006,2998.8975,-3.147,12,11,35,12,0
8.006,2998.8975,-2.617,12,11,55,12,1
8.006,2998.8975,-3.507,10,11,55,10,1
8.006,2998.8975,-2.033,10,11,55,10,1
8.006,2998.8975,-1.207,10,11,55,10,1
8.006,2998.8975,-1.427,10,11,55,10,1
8.006,2998.8975,-1.386,10,11,55,10,2
8.006,2998.8975,0.618,10,11,55,10,6
8.006,2998.8975,-2.273,10,11,55,10,1
8.006,2998.8975,-2.645,10,11,55,10,1
8.006,2998.8975,-0.02,10,11,55,10,1
8.006,2998.8975,-0.821,10,11,55,10,0
8.006,2998.8975,-0.713,10,11,55,10,2
8.006,2998.8975,-0.722,10,11,55,10,1
7.696,2199.532243,-2.375,10,11,55,10,1
7.696,2199.532243,-2.154,10,11,55,10,1
7.696,2199.532243,-0.425,10,11,55,10,1
7.696,2199.532243,-1.661,10,11,55,10,2
7.696,2199.532243,-1.924,10,11,55,10,1
7.696,2199.532243,-1.474,10,11,55,10,1
7.696,2199.532243,-0.443,10,11,55,10,2
7.696,2199.532243,-2.703,10,11,55,10,1
7.696,2199.532243,-1.614,10,11,55,10,1
7.696,2199.532243,-1.109,10,11,55,10,1
7.863,2599.30661,-2.12,10,11,55,10,1
7.863,2599.30661,-2.207,10,11,55,10,0
7.863,2599.30661,-2.323,10,11,55,10,0
7.863,2599.30661,-1.82,10,11,55,10,0
7.863,2599.30661,-0.139,10,11,55,10,3
7.863,2599.30661,-1.715,10,11,55,10,1
7.863,2599.30661,-0.812,10,11,55,10,2
6.908,1000.244751,-0.378,10,12,55,8,1
6.908,1000.244751,-0.759,10,12,55,8,2
6.908,1000.244751,-0.816,10,12,55,8,1
6.908,1000.244751,-2.323,10,12,55,8,2
6.908,1000.244751,-0.236,10,12,55,8,2
6.908,1000.244751,-2.303,8,12,55,8,1
6.908,1000.244751,-0.667,8,12,55,8,1
6.908,1000.244751,-1.671,8,12,55,8,1
6.908,1000.244751,-1.546,8,12,55,8,2
6.908,1000.244751,-2.313,8,12,55,8,1
6.908,1000.244751,-2.303,8,12,55,8,2
6.995,1091.163678,-2.674,8,12,55,8,0
7.438,1699.348124,-0.35,8,12,55,8,3
7.438,1699.348124,-2.538,8,12,55,8,1
7.438,1699.348124,-1.461,8,12,55,8,1
7.438,1699.348124,-2.489,8,12,55,8,1
7.438,1699.348124,-2.364,8,12,55,8,1
7.438,1699.348124,-1.661,8,12,55,8,1
7.438,1699.348124,-0.734,8,12,55,8,4
7.438,1699.348124,-3.912,8,12,55,8,1
7.438,1699.348124,-1.952,8,12,55,8,1
7.438,1699.348124,-0.934,8,12,55,8,1
7.438,1699.348124,-1.76,8,12,55,8,1
7.438,1699.348124,-1.677,8,12,55,8,1
7.438,1699.348124,-0.86,8,12,55,8,3
7.438,1699.348124,-1.693,8,12,55,8,1
7.438,1699.348124,-3.912,8,12,55,8,0
7.438,1699.348124,-3.381,8,12,55,8,1
7.863,2599.30661,-1.241,10,11,45,10,0
7.863,2599.30661,-3.17,10,11,45,10,1
7.863,2599.30661,-2.154,10,11,45,10,1
7.863,2599.30661,-1.474,10,11,45,10,1
7.863,2599.30661,-2.408,10,11,45,10,1
7.863,2599.30661,-2.749,10,11,45,10,2
7.863,2599.30661,-2.172,10,11,45,10,1
7.863,2599.30661,-2.526,10,11,55,10,1
7.863,2599.30661,-2.645,10,11,55,10,1
7.863,2599.30661,-2.937,10,11,55,10,1
8.343,4200.672876,-3.219,10,11,30,10,0
8.343,4200.672876,-4.423,10,11,30,10,0
8.343,4200.672876,-2.501,0,11,30,10,1
8.343,4200.672876,-2.04,0,11,30,10,1
8.343,4200.672876,-2.9,0,11,30,10,0
8.343,4200.672876,-1.204,10,11,40,10,1
8.343,4200.672876,-2.071,10,11,55,10,0
8.343,4200.672876,-2.465,10,11,55,10,0
8.343,4200.672876,-2.343,10,11,55,10,3
8.343,4200.672876,-2.733,10,11,55,10,0
8.343,4200.672876,-2.564,10,11,55,10,7
8.343,4200.672876,-2.333,10,11,55,10,0
8.343,4200.672876,-4.269,12,11,55,10,1
8.834,6863.686726,-1.343,5,11,55,5,1
8.868,7101.064632,-3.27,0,11,55,10,1
8.868,7101.064632,-2.9,10,11,55,10,3
8.868,7101.064632,-3.101,10,11,55,10,0
8.698,5990.918391,-2.749,10,12,55,10,0
8.366,4298.407998,-2.976,10,12,55,10,1
8.366,4298.407998,-4.605,10,12,55,10,1
8.366,4298.407998,-3.219,10,12,55,10,1
8.366,4298.407998,-0.911,10,12,50,10,2
8.366,4298.407998,-2.198,10,12,55,10,1
8.366,4298.407998,-2.551,10,12,55,10,0
8.366,4298.407998,-2.813,10,12,55,10,1
8.366,4298.407998,-1.808,10,12,55,10,2
8.366,4298.407998,-2.386,10,12,55,10,1
8.366,4298.407998,-3.474,10,12,55,10,1
8.366,4298.407998,-3.194,10,12,50,10,2
8.366,4298.407998,-2.996,10,12,55,10,1
8.517,4999.034136,-2.526,10,12,55,10,1
8.517,4999.034136,-2.096,10,12,55,10,0
8.517,4999.034136,-2.303,10,12,55,10,0
8.517,4999.034136,-2.364,10,12,40,10,0
8.517,4999.034136,-1.024,10,12,40,10,1
8.517,4999.034136,-2.996,0,12,30,0,1
8.517,4999.034136,-3.507,0,12,30,0,0
8.517,4999.034136,-1.864,0,12,30,0,0
8.517,4999.034136,-3.101,0,12,30,0,1
8.517,4999.034136,-0.74,0,12,50,10,4
8.517,4999.034136,-4.605,0,12,50,0,0
8.517,4999.034136,-3.73,10,12,35,0,1
8.517,4999.034136,-3.912,10,12,35,0,0
8.517,4999.034136,-4.605,0,12,25,0,1
8.517,4999.034136,-1.833,0,12,25,0,1
8.517,4999.034136,-3.507,0,12,25,0,0
8.517,4999.034136,-3.219,0,12,25,0,1
8.517,4999.034136,-2.453,0,12,25,0,0
8.517,4999.034136,-2.749,0,12,25,0,0
8.517,4999.034136,-4.711,0,12,25,0,0
8.006,2998.8975,-2.419,0,12,55,10,1
8.006,2998.8975,-2.207,10,12,55,10,1
8.006,2998.8975,-3.65,10,12,55,10,1
8.195,3622.790992,-1.924,0,12,35,0,0
8.434,4600.866802,-0.906,0,12,35,0,0
8.434,4600.866802,-4.605,0,12,25,0,0
8.434,4600.866802,-1.347,0,12,25,0,3
8.434,4600.866802,-2.207,0,12,25,0,0
8.343,4200.672876,-1.877,0,12,25,0,0
7.496,1800.82469,0.535,10,12,55,10,1
7.496,1800.82469,-1.002,10,12,55,10,1
7.496,1800.82469,-1.435,10,12,55,10,1
7.496,1800.82469,-3.576,0,12,40,10,2
7.496,1800.82469,1.297,10,12,55,10,7
7.496,1800.82469,0.787,10,12,55,10,2
7.496,1800.82469,-0.049,10,12,55,10,1
7.496,1800.82469,-2.002,10,12,55,10,1
6.446,630.1765385,-3.963,8,11,55,8,1
6.446,630.1765385,-2.781,8,11,40,8,0
6.446,630.1765385,-3.016,6,11,45,6,1
6.446,630.1765385,-2.659,6,11,45,6,1
6.446,630.1765385,-1.973,6,11,55,8,1
6.215,500.1959892,-0.722,8,11,55,8,1
6.215,500.1959892,-2.303,8,11,55,8,1
6.215,500.1959892,-2.645,8,11,55,8,1
6.215,500.1959892,-2.216,8,11,55,6,2
6.215,500.1959892,-2.83,6,11,55,6,1
6.215,500.1959892,-2.397,6,11,55,8,1
6.215,500.1959892,-3.912,8,11,55,8,1
6.215,500.1959892,-3.058,8,11,55,10,1
6.215,500.1959892,-1.149,0,11,55,0,7
7.901,2699.98096,-0.81,10,11,55,10,0
6.292,540.2327148,-1.228,10,12,55,10,1
6.292,540.2327148,-1.766,10,12,55,10,1
6.292,540.2327148,-2.797,10,12,55,10,1
6.292,540.2327148,-0.709,10,12,55,10,1
6.292,540.2327148,-1.609,10,12,55,10,2
6.292,540.2327148,-1.661,10,12,55,10,2
6.292,540.2327148,-2.813,10,12,55,10,0
6.292,540.2327148,-2.12,10,12,55,10,2
6.292,540.2327148,-3.912,10,12,55,10,1
6.292,540.2327148,-1.772,10,12,55,10,1
6.292,540.2327148,-2.207,10,12,55,10,2
6.292,540.2327148,-2.263,10,12,55,10,1
6.292,540.2327148,-1.784,10,12,55,10,2
6.292,540.2327148,-4.269,10,12,55,10,1
6.292,540.2327148,-2.645,10,12,55,10,2
6.292,540.2327148,-1.772,10,12,55,10,1
6.292,540.2327148,-0.821,10,12,55,10,2
6.292,540.2327148,-1.427,10,12,55,10,3
6.292,540.2327148,-2.813,10,12,55,10,1
6.292,540.2327148,-3.912,10,12,55,10,2
6.292,540.2327148,-0.298,10,12,55,10,0
8.243,3800.925999,-1.03,10,12,55,10,4
8.243,3800.925999,-0.555,10,12,55,10,3
8.243,3800.925999,-0.387,10,12,55,10,7
8.243,3800.925999,-2.207,10,12,55,10,1
8.243,3800.925999,-0.051,10,12,55,10,6
8.243,3800.925999,-2.12,10,12,55,10,4
8.243,3800.925999,-1.427,10,12,55,10,2
8.243,3800.925999,-2.408,10,12,55,10,1
8.243,3800.925999,-0.32,10,12,55,10,8
8.243,3800.925999,-0.646,10,12,55,10,6
8.243,3800.925999,-2.847,10,12,55,10,2
8.243,3800.925999,-0.342,10,12,55,10,4
8.243,3800.925999,-1.317,10,12,55,10,1
8.243,3800.925999,-0.088,10,12,55,10,3
8.243,3800.925999,-2.564,10,12,55,10,1
8.243,3800.925999,-1.871,10,12,55,10,1
8.243,3800.925999,-1.945,10,12,55,10,2
8.243,3800.925999,-1.016,10,12,55,10,1
8.243,3800.925999,-4.017,10,12,40,0,0
8.267,3893.2517,-2.137,0,12,40,0,0
8.294,3999.801445,-0.73,0,12,40,0,2
8.319,4101.0569,-1.826,10,12,55,10,0
8.319,4101.0569,-0.6,10,12,55,10,0
8.319,4101.0569,-1.171,10,12,55,10,0
8.319,4101.0569,-1.698,10,12,55,10,1
8.319,4101.0569,-1.981,10,12,55,10,1
8.319,4101.0569,-3.576,10,12,55,10,0
8.319,4101.0569,-2.749,10,12,55,10,0
8.319,4101.0569,-1.89,10,12,55,10,1
